tox_cas_edf_id,tox_chemical_name,tox_recognized,tox_suspected
58-08-2,CAFFEINE,,"cardiovascular blood,gastrointestinal liver,kidney,musculoskeletal,neurotoxicity,respiratory"
58-14-0,PYRIMETHAMINE,developmental,neurotoxicity
58-15-1,AMIDOPYRINE,,"cardiovascular blood,neurotoxicity,respiratory,skin sense"
58-18-4,METHYLTESTOSTERONE,developmental,gastrointestinal liver
58-20-8,TESTOSTERONE CYPIONATE,developmental,
58-22-0,TESTOSTERONE AND ITS ESTERS,cancer,
58-25-3,CHLORDIAZEPOXIDE,developmental,neurotoxicity
58-36-6,"10,10'-BIS(PHENOXYARSINYL) OXIDE",,"neurotoxicity,respiratory,skin sense"
58-54-8,ETHACRYNIC ACID,,"cardiovascular blood,kidney,skin sense"
58-55-9,THEOPHYLLINE,,"cardiovascular blood,endocrine,gastrointestinal liver,neurotoxicity,reproductive,respiratory"
58-89-9,GAMMA-LINDANE,cancer,"cardiovascular blood,developmental,endocrine,gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,reproductive,respiratory,skin sense"
5803-51-0,"2,5-DIMETHOXY-4'-AMINOSTILBENE",,cancer
581-89-5,2-NITRONAPHTHALENE,,"cardiovascular blood,gastrointestinal liver,kidney"
58138-08-2,"(RS)-2-(3,5-DICHLOROPHENYL)-2-(2,2,2-TRICHLOROETHYL)OXIRANE",,"cancer,reproductive"
583-60-8,O-METHYLCYOHEXANONE,,neurotoxicity
584-79-2,ALLETHRIN,,"cardiovascular blood,neurotoxicity"
584-84-9,"TOLUENE-2,4-DIISOCYANATE",cancer,"cardiovascular blood,gastrointestinal liver,immunotoxicity,neurotoxicity,respiratory,skin sense"
585-34-2,3-TERT-BUTYLPHENOL,,endocrine
5873-54-1,"BENZENE, 1-ISOCYANATO-2-((4-ISOCYANATOPHENYL)METHYL)- (9CI)",,immunotoxicity
59-05-2,METHOTREXATE,developmental,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity,respiratory,skin sense"
59-23-4,GALACTOSE,,skin sense
59-50-7,4-CHLOR-M-CRESOL,,immunotoxicity
59-66-5,ACETAZOLAMIDE,developmental,"cardiovascular blood,respiratory"
59-67-6,3-CARBOXYLPYRIDINE,,cardiovascular blood
59-87-0,NITROFURAZONE,cancer,"gastrointestinal liver,immunotoxicity,reproductive,skin sense"
59-88-1,PHENYLHYDRAZINE HYDROCHLORIDE,,respiratory
59-89-2,N-NITROSOMORPHOLINE,cancer,"developmental,gastrointestinal liver,respiratory"
59-92-7,Levodopa,developmental,"gastrointestinal liver,neurotoxicity,respiratory,skin sense"
59-96-1,PHENOXYBENZAMINE,cancer,
590-21-6,"1-PROPENE, 1-CHLORO-",,gastrointestinal liver
590-86-3,"BUTYRALDEHYDE, 3-METHYL-",,"neurotoxicity,respiratory,skin sense"
590-96-5,METHYLAZOXYMETHANOL,cancer,
5902-51-2,TERBACIL,developmental,gastrointestinal liver
591-27-5,1-AMINO-3-HYDROXYBENZENE,,"neurotoxicity,respiratory"
591-78-6,METHYL N-BUTYL KETONE,,"gastrointestinal liver,neurotoxicity,skin sense"
59122-46-2,"(+-)-METHYL (1R,2R,3R)-3-HYDROXY-2-((E)-(4RS)-4-HYDROXY-4-METHYL-1-OCTENYL)-5- -OXOCYCLOPENTANEHEPTANOATE",developmental,"gastrointestinal liver,neurotoxicity"
592-04-1,MERCURIC CYANIDE,developmental,"gastrointestinal liver,kidney,neurotoxicity"
592-62-1,METHYLAZOXYMETHANOL ACETATE,cancer,gastrointestinal liver
592-84-7,BUTYL FORMATE,,"neurotoxicity,respiratory,skin sense"
592-85-8,MERCURIC THIOCYANATE,developmental,
592-87-0,LEAD THIOCYANATE,"cancer,developmental,reproductive",
59291-64-4,"2,2',3,4,4',6'-Hexachlorobiphenyl","cancer,developmental",
59291-65-5,"2,3',4,4',5',6-Hexachlorobiphenyl","cancer,developmental",
593-60-2,VINYL BROMIDE,cancer,"gastrointestinal liver,neurotoxicity"
593-74-8,DIMETHYL MERCURY,"cancer,developmental",immunotoxicity
59333-67-4,FLUOXETINE HYDROCHLORIDE,,"developmental,reproductive"
594-42-3,PERCHLOROMETHYL MERCAPTAN,,"respiratory,skin sense"
594-72-9,"1,1-DICHLORO-1-NITROETHANE",,"neurotoxicity,respiratory,skin sense"
59467-96-8,MIDAZOLAM HYDROCHLORIDE,developmental,
595-33-5,MEGESTROL ACETATE,developmental,
59536-65-1,FIREMASTER BP-6,"cancer,developmental","cardiovascular blood,gastrointestinal liver"
59669-26-0,THIODICARB,cancer,"cardiovascular blood,neurotoxicity"
597-31-9,"2,2-DIMETHYL-3-HYDROXYPROPANAL",,neurotoxicity
597-64-8,TETRAETHYLTIN,,neurotoxicity
598-55-0,METHYL CARBAMATE,cancer,"gastrointestinal liver,skin sense"
598-63-0,"Carbonic acid, lead(2+) salt (1:1)",,"gastrointestinal liver,kidney,neurotoxicity"
598-78-7,2-CHLOROPROPIONIC,,"kidney,neurotoxicity,skin sense"
59865-13-3,CYCLOSPORIN A,,"cancer,cardiovascular blood,endocrine,gastrointestinal liver,kidney,neurotoxicity,respiratory,skin sense"
5989-27-5,(+)-4-ISOPROPENYL-1-METHYLCYCLOHEXENE,,"gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,respiratory,skin sense"
599-79-1,SALICYLAZOSULFAPYRIDINE,"cancer,reproductive","cardiovascular blood,gastrointestinal liver,neurotoxicity,respiratory,skin sense"
60-09-3,4-AMINOAZOBENZENE,cancer,
60-11-7,4-DIMETHYLAMINOAZOBENZENE,cancer,"gastrointestinal liver,immunotoxicity,skin sense"
60-18-4,TYROSINE,,skin sense
60-24-2,1-ETHANOL-2-THIOL,,"neurotoxicity,respiratory"
60-29-7,DIETHYL ETHER,,"neurotoxicity,skin sense"
60-34-4,METHYL HYDRAZINE,cancer,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity,respiratory,skin sense"
60-35-5,ACETAMIDE,cancer,skin sense
60-51-5,DIMETHOATE,,"cancer,cardiovascular blood,developmental,endocrine,gastrointestinal liver,kidney,neurotoxicity,respiratory,skin sense"
60-54-8,TETRACYCLINE (INTERNAL USE),developmental,"cardiovascular blood,gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,respiratory"
60-56-0,METHIMAZOLE,developmental,"cancer,cardiovascular blood,endocrine,respiratory"
60-57-1,DIELDRIN,cancer,"cardiovascular blood,endocrine,gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,reproductive,respiratory"
60-87-7,PROMETHAZINE,,"immunotoxicity,neurotoxicity,skin sense"
60-89-9,MEPAZINE,,gastrointestinal liver
600-25-9,1-CHLORO-1-NITROPROPANE,,"cardiovascular blood,neurotoxicity,respiratory"
60102-37-6,PETASITENINE,,cancer
60145-20-2,"2,2'3,3',5-PENTACHLOROBIPHENYL (PCB-83)","cancer,developmental",
60145-21-3,"2,2',4,5',6-Pentachlorobiphenyl","cancer,developmental",
60145-22-4,"2,2',4,4',5,6'-Hexachlorobiphenyl","cancer,developmental",
60145-23-5,"2,2',3,4,4',5,6'-Heptachlorobiphenyl","cancer,developmental",
60153-49-3,3-(N-NITROSOMETHYLAMINO)PROPIONITRILE,cancer,
60168-88-9,FENARIMOL,,"endocrine,gastrointestinal liver"
602-01-7,"2,3-DINITROTOLUENE",reproductive,
602-87-9,5-NITROACENAPHTHANE,cancer,"gastrointestinal liver,respiratory"
60207-90-1,PROPICONAZOLE,,"cancer,gastrointestinal liver"
60233-24-1,"2,3',4,6-Tetrachlorobiphenyl","cancer,developmental",
60233-25-2,"2,2',3,4',6'-Pentachlorobiphenyl","cancer,developmental",
603-35-0,NSC 10,,"neurotoxicity,respiratory"
60391-92-6,carboxymethylnitrosourea,cancer,
604-75-1,OXAZEPAM,"cancer,developmental","cardiovascular blood,endocrine,gastrointestinal liver,neurotoxicity"
6055-19-2,CYCLOPHOSPHAMIDE (HYDRATED),"cancer,developmental,reproductive","cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity"
60568-05-0,FURMECYCLOX,cancer,
606-20-2,"2,6-DINITROTOLUENE","cancer,reproductive","cardiovascular blood,neurotoxicity"
6065-27-6,"p-Amino-N,N-diethylaniline sulfate",,"immunotoxicity,skin sense"
607-57-8,2-NITROFLOURENE,cancer,
608-73-1,"1,2,3,4,5,6-HEXACHLOROCYCLOHEXANE (MIXTURE OF ISOMERS)",cancer,"cardiovascular blood,endocrine,gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,respiratory,skin sense"
608-93-5,PENTACHLOROBENZENE,,"gastrointestinal liver,kidney,neurotoxicity"
6080-56-4,"Acetic acid, lead(2+) salt, trihydrate",,"cardiovascular blood,kidney"
60851-34-5,"HEXACHLORINATED DIBENZOFURAN, 2,3,4,6,7,8-",cancer,
609-20-1,"2,6-DICHLORO-PARA-PHENYLENEDIAMINE",,gastrointestinal liver
61-32-5,methicillin,,kidney
61-57-4,NIRIDAZOLE,cancer,"gastrointestinal liver,kidney"
61-73-4,METHYLENE BLUE,,"cardiovascular blood,skin sense"
61-82-5,AMITROLE,cancer,"developmental,endocrine"
610-39-9,"3,4-DINITROTOLUENE",reproductive,
6108-10-7,EPSILON-LINDANE,cancer,
6109-97-3,3-AMINO-9-ETHYLCARBAZOLE HYDROCHLORIDE,cancer,gastrointestinal liver
6112-76-1,MERCAPTOPURINE,developmental,
612-82-8,"(1,1'-BIPHENYL)-4,4'-DIAMINE, 3,3'-DIMETHYL-, DIHYDROCHLORIDE (9CI)",cancer,
612-83-9,"3,3'-DICHLOROBENZIDINE DIHYDROCHLORIDE",cancer,
613-35-4,"4',4'''-BIACETANILIDE",cancer,
614-45-9,"BENZENECARBOPEROXOIC ACID, 1,1-DIMETHYLETHYL ESTER",,"endocrine,gastrointestinal liver"
61432-55-1,"1-Piperidinecarbothioic acid, S-(1-methyl-1-phenylethyl) ester",,gastrointestinal liver
6145-73-9,"1-PROPANOL, 2-CHLORO-, PHOSPHATE (3:1) (8CI)(9CI)",,"neurotoxicity,skin sense"
615-05-4,"2,4-DIAMINOANISOLE",cancer,
615-28-1,"1,2-PHENYLENEDIAMINE DIHYDROCHLORIDE",,"cancer,gastrointestinal liver"
615-53-2,N-NITROSO-N-METHYLURETHANE,cancer,gastrointestinal liver
6164-98-3,CHLORDIMEFORM,cancer,cardiovascular blood
61788-33-8,POLYCHLORINATED TERPHENYLS,,"developmental,gastrointestinal liver"
61788-76-9,"ALKANES, CHLORO",,"cancer,developmental"
61789-40-0,"1-PROPANAMINIUM, 3-AMINO-N-(CARBOXYMETHYL)-N,N-DIMETHYL-, N-COCO ACYL DERIVS., INNER SALTS",,"immunotoxicity,skin sense"
61790-53-2,"SILICA, AMORPHOUS",,respiratory
61798-70-7,"2,2',3,3',4,6-Hexachlorobiphenyl","cancer,developmental",
618-85-9,"3,5-DINITROTOLUEN",,neurotoxicity
619-15-8,"2,5-DINITROTOLUENE",reproductive,neurotoxicity
6190-39-2,DIHYDROERGOTAMINE MESYLATE,developmental,
62-23-7,1-CARBOXY-4-NITROBENZENE,,reproductive
62-38-4,PHENYLMERCURIC ACETATE,developmental,
62-44-2,PHENACETIN,cancer,"cardiovascular blood,kidney,neurotoxicity,skin sense"
62-50-0,ETHYL METHANESULFONATE,cancer,reproductive
62-53-3,ANILINE,cancer,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity,respiratory,skin sense"
62-55-5,THIOACETAMIDE,cancer,"gastrointestinal liver,skin sense"
62-56-6,THIOUREA,cancer,"cardiovascular blood,developmental,immunotoxicity,reproductive,skin sense"
62-73-7,DICHLORVOS,cancer,"cardiovascular blood,developmental,gastrointestinal liver,immunotoxicity,neurotoxicity,reproductive,skin sense"
62-74-8,"FLUOROACETIC ACID, SODIUM SALT",reproductive,"cardiovascular blood,neurotoxicity,respiratory"
62-75-9,"METHANAMINE, N-METHYL-N-NITROSO",cancer,"cardiovascular blood,developmental,gastrointestinal liver,immunotoxicity,neurotoxicity,respiratory,skin sense"
621-64-7,DI-N-PROPYLNITROSAMINE,cancer,"gastrointestinal liver,respiratory"
6219-71-2,"P-PHENYLENEDIAMINE, 2-CHLORO-, SULFATE",,gastrointestinal liver
622-44-6,PHENYLCARBYLAMINE CHLORIDE,,respiratory
622-45-7,CYCLOHEXYL ACETATE,,"respiratory,skin sense"
622-97-9,1-ETHENYL-4-METHYLBENZENE,,"gastrointestinal liver,neurotoxicity,respiratory"
62207-76-5,"((2,2'-(1,2-ETHANEDIYLBIS(NITRILOMETHYLIDYNE))BIS(6-FLUOROPHENOLA- TO))(2-)-N,N'O,O')-COBALT",,gastrointestinal liver
624-54-4,"Propanoic acid, pentyl ester",,gastrointestinal liver
624-83-9,METHYL ISOCYANATE,,"developmental,immunotoxicity,reproductive,respiratory,skin sense"
624-91-9,Methyl Nitrite,,cardiovascular blood
62450-06-0,TRP-P-1 (TRYPTOPHAN-P-1),cancer,"gastrointestinal liver,neurotoxicity"
62450-07-1,TRP-P-2 (TRYPTOPHAN-P-2),cancer,gastrointestinal liver
62476-59-9,"ACIFLUORFEN, SODIUM SALT",cancer,
625-45-6,METHYOXYACETIC ACID,,reproductive
62571-86-2,captopril,,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity,respiratory,skin sense"
626-17-5,M-PHTHALODINITRILE,,gastrointestinal liver
626-38-0,1-METHYLBUTYL ACETATE,,"neurotoxicity,respiratory,skin sense"
627-03-2,ETHOXYACETIC ACID,,reproductive
627-13-4,N-PROPYL NITRATE,,"cardiovascular blood,neurotoxicity,respiratory"
627-44-1,DIETHYL MERCURY,developmental,"gastrointestinal liver,kidney,neurotoxicity,respiratory"
62796-65-0,"2,2',4,6-TETRACHLOROBIPHENYL (PCB-50)","cancer,developmental",
628-63-7,AMYL ACETATE,,"neurotoxicity,respiratory,skin sense"
628-86-4,FULMINATE DE MERCURE,developmental,
628-96-6,ETHYLENE GLYCOL DINITRATE,,cardiovascular blood
629-14-1,ETHYLENE GLYCOL DIETHYL ETHER,,"developmental,gastrointestinal liver,kidney,neurotoxicity"
63-25-2,CARBARYL,,"cancer,cardiovascular blood,developmental,endocrine,gastrointestinal liver,immunotoxicity,musculoskeletal,neurotoxicity,reproductive,skin sense"
63-74-1,SULFONAMIDE,,"immunotoxicity,kidney,skin sense"
63-92-3,PHENOXYBENZAMINE HYDROCHLORIDE,cancer,kidney
63-98-9,PHENACEMIDE,developmental,
630-08-0,CARBON MONOXIDE,developmental,"cardiovascular blood,neurotoxicity,reproductive,respiratory"
630-20-6,"1,1,1,2-TETRACHLOROETHANE",,"cancer,gastrointestinal liver,neurotoxicity"
630-93-3,"DIPHENYLHYDANTOIN (PHENYTOIN), SODIUM SALT",cancer,"cardiovascular blood,endocrine,gastrointestinal liver,neurotoxicity,respiratory,skin sense"
631-64-1,Dibromoacetic acid,,endocrine
6317-18-6,METHYLENEBISTHIOCYANAT,,"cancer,gastrointestinal liver,immunotoxicity"
632-99-5,Magenta (containing CI Basic Red 9),,cancer
6334-11-8,"2,4,6-TRIMETHYLANILINE.HCL",,"cancer,cardiovascular blood,gastrointestinal liver"
634-93-5,"1-AMINO-2,4,6-TRICHLOROBENZENE",,"cardiovascular blood,neurotoxicity"
63449-41-2,"N-ALKYL (5% C5-18, 61% C12, 23% C14, 11% C16) DIMETHYL BENZYL AMMONIUM CHLORIDE",,"cardiovascular blood,neurotoxicity"
635-22-3,"ANILINE, 4-CHLORO-3-NITRO-",,"neurotoxicity,respiratory"
6358-53-8,CITRUS RED NO.2,cancer,
63585-09-1,foscarnet,,kidney
636-21-5,O-TOLUIDINE HYDROCHLORIDE,cancer,cardiovascular blood
636-23-7,"2,4-DIAMINOTOLUENE.2HCL",cancer,gastrointestinal liver
637-07-0,CLOFIBRATE,cancer,"gastrointestinal liver,musculoskeletal,neurotoxicity"
638-21-1,PHENYLPHOSPHINE,,neurotoxicity
639-58-7,TRIPHENYLTIN CHLORIDE,,reproductive
64-17-5,ETHANOL,,"cancer,cardiovascular blood,developmental,endocrine,gastrointestinal liver,neurotoxicity,reproductive,respiratory,skin sense"
64-18-6,FORMIC ACID,,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity,respiratory,skin sense"
64-19-7,ACETIC ACID,,"cardiovascular blood,gastrointestinal liver,respiratory,skin sense"
64-67-5,DIETHYL SULFATE,cancer,
64-69-7,IODOACETIC ACID,,skin sense
64-73-3,DEMECLOCYCLINE HYDROCHLORIDE (INTERNAL USE),developmental,kidney
64-75-5,TETRACYCLINE HYDROCHLORIDE,developmental,"gastrointestinal liver,musculoskeletal,skin sense"
64-77-7,TOLBUTAMIDE,,"cardiovascular blood,endocrine,gastrointestinal liver"
64-86-8,COLCHICINE,"developmental,reproductive","cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity,respiratory"
640-15-3,THIOMETON,,"neurotoxicity,respiratory"
64091-91-4,4-(N-NITROSOMETHYLAMINO)-1-(3-PYRIDYL)-1-BUTANONE,cancer,"gastrointestinal liver,respiratory"
64093-79-4,BASIC CHROMIC SULFATE,,immunotoxicity
6423-43-4,PROPTLENE GLYCOL DINITRATE,,"cardiovascular blood,kidney,neurotoxicity,skin sense"
643-28-7,N-ISOPROPYLANILINE,,cardiovascular blood
644-97-3,BENZENE PHOSPHORUS DICHLORIDE,,neurotoxicity
6440-58-0,"2,4-IMIDAZOLIDINEDIONE, 1,3-BIS(HYDROXYMETHYL)-5,5-DIMETHYL-",,"immunotoxicity,skin sense"
645-05-6,"MELAMINE, HEXAMETHYL-","developmental,reproductive","cardiovascular blood,gastrointestinal liver,skin sense"
645-56-7,4-N-PROPYLPHENOL,,endocrine
6452-71-7,Oxprenalol,,"cardiovascular blood,immunotoxicity,respiratory,skin sense"
64529-56-2,ETHIOZIN (EBUZIN/TYCOR),,"cancer,endocrine"
6459-94-5,C.I. ACID RED 114,cancer,
646-06-0,"1,3-DIOXACYCLOPENTANE",,"cardiovascular blood,kidney"
6471-49-4,PIGMENT RED 23,,cardiovascular blood
64741-62-4,CARBON BLACK OIL (PETROLEUM),,gastrointestinal liver
64742-05-8,"EXTRACTS, PETROLEUM, LIGHT PARAFFINIC DISTILLATE SOLVENT",,"gastrointestinal liver,neurotoxicity"
64742-86-5,"GAS OILS, PETROLEUM, HYDRODESULFURIZED HEAVY VACUUM",,skin sense
64742-95-6,"AROMATIC NAPHTHA, TYPE I",,developmental
6484-52-2,AMMONIUM NITRATE,,cardiovascular blood
64902-72-3,CHLORSULFURON,"developmental,reproductive",
64969-34-2,"3,3'-DICHLOROBENZIDINE SULFATE",,cancer
65-30-5,NICOTINE SULFATE,,neurotoxicity
65-45-2,"Benzamide, 2-hydroxy-",,neurotoxicity
65-49-6,aminosalicylic acid,,kidney
65-85-0,BENZOIC ACID,,"neurotoxicity,respiratory,skin sense"
650-51-1,"ACETIC ACID, TRICHLORO-, SODIUM SALT",,neurotoxicity
65195-55-3,"(2AE,4E,8E)-(5'S,6S,6'R,7S,11R,13S,15S,17AR,20R,20AR,20BS)-6'-((S- )-SEC-BUTYL)-5',6,6',7,10,11,14,15,17A,20,20A,20B-DODECAHYDRO-20,- 20B-DIHYDROXY-5',6,8,19-TETRAMETHYL-17-OXOSPIRO(11,15-METHANO-2H,- 13H,17H-FURO(4,3,2-PQ)(2,6)BENZODIOXACYCLOOCTADEC[...",,developmental
65271-80-9,Mitoxantrone,,cancer
65277-42-1,Ketoconazole,,"endocrine,gastrointestinal liver,neurotoxicity"
6533-00-2,NORGESTREL,developmental,
65510-44-3,"2,3',4,4',5'-Pentachlorobiphenyl","cancer,developmental",
65510-45-4,"2,2',3,4,4'-Pentachlorobiphenyl","cancer,developmental",
65807-02-5,GOSERELIN ACETATE,"developmental,reproductive",
65996-93-2,POLYCYCLIC AROMATIC COMPOUNDS,,"cancer,cardiovascular blood,gastrointestinal liver,reproductive,respiratory,skin sense"
65997-15-1,CEMENT KILN DUST,,"immunotoxicity,skin sense"
66-22-8,URACIL,,"cancer,kidney"
66-27-3,METHYL METHANESULFONATE,cancer,"reproductive,skin sense"
66-75-1,URACIL MUSTARD,"cancer,developmental,reproductive",
66-76-2,DICUMAROL,developmental,"cardiovascular blood,respiratory"
66-81-9,CYCLOHEXIMIDE,developmental,kidney
66-97-7,FUROCOUMARINS,,skin sense
66085-59-4,NIMODIPINE,developmental,"kidney,neurotoxicity"
66230-04-4,ESFENVALERATE,,endocrine
66332-96-5,"ALPHA,ALPHA,ALPHA-TRIFLUORO-3'-ISOPROPOXY-O-TOLUANILIDE",,gastrointestinal liver
66441-23-4,"FENOXAPROP ETHYL(2-(4-((6-CHLORO-2-BENZOXAZOLYEN)OXY)PENOXY)PROPANIC ACID,ETHYL ESTER)",developmental,"gastrointestinal liver,kidney"
66455-17-2,"ALCOHOLS, C9-11",,skin sense
665-66-7,AMANTADINE HYDROCHLORIDE,developmental,"cardiovascular blood,neurotoxicity,respiratory"
66733-21-9,ERIONITE,,cancer
668-34-8,TRIPHENYLTIN,,endocrine
66841-25-6,"(S)-ALPHA-CYANO-3-PHENOXYBENZYL (1R)-CIS-2,2-DIMETHYL-3-((RS)-1,2,2,2-TETRABROMOETHYL)-CYCLOPROPA- NECARBOXYLATE",,neurotoxicity
66852-54-8,halobetasol propionate,developmental,
67-20-9,NITROFURANTOIN,reproductive,"cancer,cardiovascular blood,developmental,gastrointestinal liver,neurotoxicity,skin sense"
67-21-0,DL-ETHIONINE,,"cancer,gastrointestinal liver"
67-45-8,FURAZOLIDONE,cancer,"cardiovascular blood,immunotoxicity,respiratory,skin sense"
67-48-1,(2-HYDROXYETHYL)TRIMETHYLAMMONIUM CHLORIDE,,"neurotoxicity,respiratory,skin sense"
67-56-1,METHANOL,,"developmental,gastrointestinal liver,kidney,neurotoxicity,respiratory,skin sense"
67-63-0,ISOPROPYL ALCOHOL,,"cardiovascular blood,developmental,gastrointestinal liver,kidney,neurotoxicity,respiratory,skin sense"
67-64-1,ACETONE,,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity,respiratory,skin sense"
67-66-3,CHLOROFORM,cancer,"cardiovascular blood,developmental,endocrine,gastrointestinal liver,kidney,neurotoxicity,reproductive,respiratory"
67-68-5,A 10846,,"cardiovascular blood,skin sense"
67-72-1,HEXACHLOROETHANE,cancer,"developmental,gastrointestinal liver,kidney,neurotoxicity,reproductive,respiratory,skin sense"
67-97-0,CHOLECALCIFEROL,,"gastrointestinal liver,neurotoxicity"
671-16-9,PROCARBAZINE,cancer,
67485-29-4,HYDRAMETHYLNON,"developmental,reproductive","cancer,gastrointestinal liver"
675-14-9,CYANURIC FLUORIDE,,respiratory
67517-48-0,"1,2,3,4,8-PENTACHLORODIBENZOFURAN",cancer,
67562-39-4,"1,2,3,4,6,7,8-HEPTACHLORODIBENZOFURAN",cancer,
67700-30-5,"7-Benzofuranacetic acid, .alpha.-methyl-3-phenyl-, (.+-.)-",,gastrointestinal liver
67730-10-3,"2-AMINO-DIPYRIDO(1,2-A:3',2'-D)-IMIDAZOLE",cancer,gastrointestinal liver
67730-11-4,"2-AMINO-6-METHYLDIPYRIDO(1,2-A:3',2'-D)IMIDAZOLE",cancer,gastrointestinal liver
67747-09-5,"1-(N-PROPYL-N-(2-(2,4,6-TRICHLOROPHENOXY)ETHYL)CARBAMOYL)IMIDAZOL- E",,cancer
67774-32-7,FIREMASTER FF-1,"cancer,developmental","endocrine,gastrointestinal liver,neurotoxicity"
679-84-5,"PROPANE, 3-BROMO-1,1,2,2-TETRAFLUORO-",,"cardiovascular blood,neurotoxicity"
679-85-6,"1-CHLORO-2,2,3,3-TETRAFLUOROPROPANE",,"cardiovascular blood,neurotoxicity"
6795-23-9,Aflatoxin M1,,cancer
68-12-2,"N,N-DIMETHYLFORMAMIDE",,"developmental,gastrointestinal liver,kidney,neurotoxicity,reproductive,respiratory,skin sense"
68-22-4,NORETHISTERONE,"cancer,developmental","endocrine,skin sense"
68-23-5,NORETHYNODREL,cancer,
68-26-8,"RETINOL / RETINYL ESTERS,  WHEN IN DAILY DOSAGE IN EXCESS OF 10,000 IU,OR 3,000 RETINOL EQUIVALENTS",developmental,gastrointestinal liver
68-35-9,SULPHADIAZINE,,"gastrointestinal liver,kidney"
68-76-8,TRIAZIQUONE,cancer,reproductive
680-31-9,HEXAMETHYLPHOSPHORAMIDE,"cancer,reproductive","neurotoxicity,respiratory"
68006-83-7,"2-AMINO-3-METHYL-9H-PYRIDO(2,3-B)INDOLE",cancer,gastrointestinal liver
68085-85-8,CYHALOTHRIN,,"gastrointestinal liver,neurotoxicity"
681-84-5,METHYL SILICATE,,respiratory
68131-74-8,ASH,,"gastrointestinal liver,respiratory"
68194-04-7,"2,2',4,6-TETRACHLOROBIPHENYL (PCB-51)","cancer,developmental",
68194-05-8,"2,2',3,4',6-Pentachlorobiphenyl","cancer,developmental",
68194-06-9,"2,2',4,5,6'-Pentachlorobiphenyl","cancer,developmental",
68194-07-0,"2,2',3,4',5-Pentachlorobiphenyl","cancer,developmental",
68194-08-1,"2,2',3,4',6,6'-Hexachlorobiphenyl","cancer,developmental",
68194-09-2,"2,2',3,5,6,6'-Hexachlorobiphenyl","cancer,developmental",
68194-10-5,"2,3,3',5',6-Pentachlorobiphenyl","cancer,developmental",
68194-11-6,"2,3,4',5,6-Pentachlorobiphenyl","cancer,developmental",
68194-12-7,"2,3',4,5,5'-Pentachlorobiphenyl","cancer,developmental",
68194-13-8,"2,2',3,4',5,6-Hexachlorobiphenyl","cancer,developmental",
68194-14-9,"2,2',3,4,5',6-Hexachlorobiphenyl","cancer,developmental",
68194-15-0,"2,2',3,4,5,6'-Hexachlorobiphenyl","cancer,developmental",
68194-16-1,"2,2',3,3',4,5,6-Heptachlorobiphenyl","cancer,developmental",
68194-17-2,"2,2',3,3',4,5,5',6-Octachlorobiphenyl","cancer,developmental",
683-18-1,DI-N-BUTYLTIN DICHLORIDE,,immunotoxicity
68308-34-9,SHALE-OILS,cancer,respiratory
6834-92-0,"SILICIC ACID (H2SIO3), DISODIUM SALT",,gastrointestinal liver
68359-37-5,CYFLUTHRIN,,"gastrointestinal liver,kidney,neurotoxicity,reproductive"
684-16-2,HEXAFLUOROACETONE,,reproductive
684-93-5,N-NITROSO-N-METHYLUREA,cancer,"developmental,gastrointestinal liver,skin sense"
68411-30-3,sodium alkyl aryl sulfonate,,"gastrointestinal liver,neurotoxicity"
